student_input,session_context,label,intent_name
can u repeat,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:75%,Lambda Functions:75%,Error Handling:49% | emotion:confused | pace:steady | slides:31,32,33",4,Repeat/clarification
i quit,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:86%,Lambda Functions:36%,Error Handling:49% | emotion:anxious | pace:slow | slides:19,20,21",2,Emotional-State
wwhat u eman,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:71%,Sets:97%,Functions&Scope:73% | emotion:confused | pace:moderate | slides:53,54,55",4,Repeat/clarification
When will we cover Sets?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:56%,If/Else Conditionals:88%,For Loops:57% | emotion:confused | pace:moderate | slides:41,42,43",1,Off-Topic Question
can you write an essay for me,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:79%,Strings&Formatting:76%,Arithmetic Operators:46% | emotion:excited | pace:fast | slides:29,30,31",1,Off-Topic Question
how is this applyful,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:excited | pace:rushed | slides:32,33,34",0,On-Topic Question
i wasn't listening,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:75%,While Loops:72%,Lists&Tuples:55% | emotion:confused | pace:rushed | slides:31,32,33",4,Repeat/clarification
how are you,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:78%,Boolean Logic:94%,If/Else Conditionals:56% | emotion:engaged | pace:moderate | slides:57,58,59",1,Off-Topic Question
Where does Variables and Data Types fit in a larger program?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:engaged | pace:slow | slides:19,20,21",0,On-Topic Question
wait wait wait?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:62%,Boolean Logic:97%,If/Else Conditionals:85% | emotion:frustrated | pace:moderate | slides:35,36,37",3,Pace-Related
no way,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:41%,Strings&Formatting:47% | emotion:anxious | pace:normal | slides:4,5,6",2,Emotional-State
yo what,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:focused | pace:dragging | slides:19,20,21",2,Emotional-State
"I saw someone using Lists and Tuples, what does it do?","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:50%,Strings&Formatting:39% | emotion:excited | pace:steady | slides:49,50,51",1,Off-Topic Question
what?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:63%,Lists&Tuples:98%,Dictionaries:63% | emotion:neutral | pace:moderate | slides:30,31,32",4,Repeat/clarification
pardon?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:95%,Error Handling:88%,Classes&OOP:62% | emotion:excited | pace:steady | slides:14,15,16",4,Repeat/clarification
i love coding,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:95%,Sets:70%,Functions&Scope:46% | emotion:confused | pace:slow | slides:32,33,34",2,Emotional-State
"Wait, what that? was","topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:77%,Dictionaries:74%,Sets:38% | emotion:neutral | pace:slow | slides:22,23,24",4,Repeat/clarification
I'm so sleepy right now.,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:60%,Sets:97%,Functions&Scope:41% | emotion:confused | pace:rushed | slides:25,26,27",2,Emotional-State
umm Let me see that slide again?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:98%,Arithmetic Operators:86%,Boolean Logic:84% | emotion:anxious | pace:slow | slides:57,58,59",4,Repeat/clarification
I feel anxious about falling behind.,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:34%,Dictionaries:49%,Sets:92% | emotion:engaged | pace:dragging | slides:8,9,10",2,Emotional-State
Do we need to know about Error Handling (Try/Except)?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:39%,While Loops:65%,Lists&Tuples:33% | emotion:anxious | pace:steady | slides:49,50,51",1,Off-Topic Question
Can you re-explain how that works?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:85%,Lists&Tuples:83%,Dictionaries:45% | emotion:bored | pace:rushed | slides:22,23,24",4,Repeat/clarification
"Please slow down, I can't keep up.","topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:35%,If/Else Conditionals:94%,For Loops:37% | emotion:overwhelmed | pace:dragging | slides:43,44,45",3,Pace-Related
whats good,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:89%,While Loops:92%,Lists&Tuples:50% | emotion:frustrated | pace:moderate | slides:43,44,45",1,Off-Topic Question
Is Sets related to what we are doing now?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:50%,If/Else Conditionals:92%,For Loops:63% | emotion:tired | pace:normal | slides:39,40,41",1,Off-Topic Question
how are you,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:47%,Error Handling:48%,Classes&OOP:47% | emotion:excited | pace:fast | slides:39,40,41",1,Off-Topic Question
"please slow down, i can't keep up.","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:47%,Strings&Formatting:61% | emotion:engaged | pace:dragging | slides:23,24,25",3,Pace-Related
I saw someone using Lambda what does it do?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:61%,Dictionaries:82%,Sets:82% | emotion:bored | pace:rushed | slides:58,59,60",1,Off-Topic Question
"I undeerstood Dictionaries bt Lambda Functions feeles completely differnet, why?","topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:33%,Sets:71%,Functions&Scope:99% | emotion:neutral | pace:steady | slides:16,17,18",0,On-Topic Question
I'm lost.,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:85%,Sets:94%,Functions&Scope:39% | emotion:confused | pace:moderate | slides:50,51,52",2,Emotional-State
why utilize functions and scope,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:44%,Dictionaries:67%,Sets:57% | emotion:bored | pace:dragging | slides:27,28,29",0,On-Topic Question
"I saw someone using Dictionaries, what does it do?","topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:86%,If/Else Conditionals:99%,For Loops:74% | emotion:focused | pace:steady | slides:17,18,19",1,Off-Topic Question
"I saw someone using File Handling, what does it do?","topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:77%,Lambda Functions:47%,Error Handling:44% | emotion:overwhelmed | pace:rushed | slides:5,6,7",1,Off-Topic Question
im not getting Arithmetic Operators,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:64%,Strings&Formatting:82% | emotion:tired | pace:steady | slides:48,49,50",0,On-Topic Question
What's Functions and Scope again?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:92%,Dictionaries:39%,Sets:98% | emotion:neutral | pace:normal | slides:19,20,21",0,On-Topic Question
what does Lambda Functions even mean,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:78%,Sets:43%,Functions&Scope:60% | emotion:confused | pace:moderate | slides:55,56,57",0,On-Topic Question
can you show me with code,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:96%,Lambda Functions:72%,Error Handling:100% | emotion:focused | pace:steady | slides:53,54,55",0,On-Topic Question
can you write an essay for me?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:35%,For Loops:40%,While Loops:89% | emotion:bored | pace:fast | slides:45,46,47",1,Off-Topic Question
didn't get that,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:51%,For Loops:77%,While Loops:77% | emotion:anxious | pace:dragging | slides:51,52,53",4,Repeat/clarification
actually i'm confused repeat please,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:54%,Functions&Scope:50%,Lambda Functions:45% | emotion:overwhelmed | pace:dragging | slides:32,33,34",4,Repeat/clarification
what did you just say,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:49%,Error Handling:32%,Classes&OOP:52% | emotion:engaged | pace:fast | slides:41,42,43",4,Repeat/clarification
ok so chill for a sec,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:98%,For Loops:95%,While Loops:63% | emotion:excited | pace:moderate | slides:6,7,8",3,Pace-Related
im confused about this part,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:95%,Strings&Formatting:78% | emotion:bored | pace:normal | slides:13,14,15",0,On-Topic Question
how long until we get to file handling?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:75%,Lambda Functions:32%,Error Handling:88% | emotion:engaged | pace:fast | slides:52,53,54",1,Off-Topic Question
can u repeat,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:45%,Strings&Formatting:50%,Arithmetic Operators:84% | emotion:neutral | pace:slow | slides:39,40,41",4,Repeat/clarification
say again,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:40%,Dictionaries:66%,Sets:89% | emotion:engaged | pace:normal | slides:47,48,49",4,Repeat/clarification
help me with my homework,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:35%,Sets:92%,Functions&Scope:74% | emotion:tired | pace:slow | slides:30,31,32",1,Off-Topic Question
This is so confusing it hurts.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:33%,For Loops:36%,While Loops:96% | emotion:excited | pace:steady | slides:29,30,31",2,Emotional-State
'Im s sleep riight now.,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:92%,Boolean Logic:71%,If/Else Conditionals:39% | emotion:tired | pace:slow | slides:52,53,54",2,Emotional-State
UMM WHATS THE MEANING OF LIFE,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:60%,While Loops:77%,Lists&Tuples:71% | emotion:engaged | pace:slow | slides:55,56,57",1,Off-Topic Question
i love coding!!,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:bored | pace:steady | slides:35,36,37",2,Emotional-State
skip ahead please.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:44%,For Loops:76%,While Loops:87% | emotion:excited | pace:fast | slides:26,27,28",3,Pace-Related
who won the superbowl,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:31%,Dictionaries:88%,Sets:64% | emotion:bored | pace:steady | slides:12,13,14",1,Off-Topic Question
no way,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:bored | pace:normal | slides:6,7,8",2,Emotional-State
what happened?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:93%,If/Else Conditionals:82%,For Loops:100% | emotion:tired | pace:fast | slides:58,59,60",4,Repeat/clarification
My head hurts from all this information.,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:92% | emotion:overwhelmed | pace:steady | slides:6,7,8",2,Emotional-State
"Since I did well on Strings and Formatting, is Boolean Logic going to be similar?","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:66%,Strings&Formatting:52%,Arithmetic Operators:82% | emotion:overwhelmed | pace:dragging | slides:10,11,12",0,On-Topic Question
im hungry,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:50%,If/Else Conditionals:93%,For Loops:85% | emotion:engaged | pace:rushed | slides:26,27,28",1,Off-Topic Question
How long until we get to Classes and OOP?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:35%,Arithmetic Operators:84%,Boolean Logic:33% | emotion:focused | pace:fast | slides:37,38,39",1,Off-Topic Question
can u break this down,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:89%,Sets:59%,Functions&Scope:46% | emotion:tired | pace:steady | slides:37,38,39",0,On-Topic Question
"I saw someone using File Handling, what does it do?","topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:82%,Lists&Tuples:37%,Dictionaries:92% | emotion:overwhelmed | pace:dragging | slides:41,42,43",1,Off-Topic Question
actually can you slow down,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:56%,Functions&Scope:85%,Lambda Functions:88% | emotion:bored | pace:steady | slides:57,58,59",3,Pace-Related
wait wait wait,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:55%,Strings&Formatting:88%,Arithmetic Operators:62% | emotion:focused | pace:rushed | slides:32,33,34",3,Pace-Related
yo what,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:60%,Strings&Formatting:92%,Arithmetic Operators:30% | emotion:confused | pace:rushed | slides:37,38,39",2,Emotional-State
I feel anxious about falling behind,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:41%,Lists&Tuples:93%,Dictionaries:31% | emotion:neutral | pace:fast | slides:58,59,60",2,Emotional-State
wait a minute,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:64%,Boolean Logic:49%,If/Else Conditionals:31% | emotion:neutral | pace:moderate | slides:43,44,45",3,Pace-Related
"I understood Lambda Functions but Error Handling (Try/Except) feels completely different, why?","topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:89%,Functions&Scope:86%,Lambda Functions:84% | emotion:tired | pace:slow | slides:36,37,38",0,On-Topic Question
Is File Handling related to what we are doingg now?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:72%,If/Else Conditionals:58%,For Loops:87% | emotion:overwhelmed | pace:slow | slides:34,35,36",1,Off-Topic Question
whats the meaning of life,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:61%,Error Handling:84%,Classes&OOP:85% | emotion:anxious | pace:normal | slides:19,20,21",1,Off-Topic Question
