student_input,session_context,label,intent_name
I feel anxious about falling behind.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:58%,For Loops:75%,While Loops:67% | emotion:focused | pace:slow | slides:59,60,61",2,Emotional-State
i give up,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:96%,Strings&Formatting:44% | emotion:confused | pace:steady | slides:31,32,33",2,Emotional-State
Is mistake Handling (Try/Except) related to what we are doing now?,,1,Off-Topic Question
rewind,,4,Repeat/clarification
"i lost you there, can you start over on that point?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:38%,While Loops:70%,Lists&Tuples:45% | emotion:frustrated | pace:steady | slides:52,53,54",4,Repeat/clarification
this sucks,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:76%,Sets:40%,Functions&Scope:79% | emotion:frustrated | pace:normal | slides:4,5,6",2,Emotional-State
huh,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:70%,For Loops:30%,While Loops:64% | emotion:excited | pace:dragging | slides:33,34,35",4,Repeat/clarification
lowkey confused,,2,Emotional-State
Let me see that slide again.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:59%,For Loops:87%,While Loops:72% | emotion:bored | pace:dragging | slides:27,28,29",4,Repeat/clarification
"I'mm confuse,d I feel so dmb riight now.","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:75%,Strings&Formatting:79% | emotion:confused | pace:normal | slides:13,14,15",2,Emotional-State
How long until we get to Classes and OOP?,,1,Off-Topic Question
??,,4,Repeat/clarification
faster please,,3,Pace-Related
DO WE NEED TO KNOW ABOUT LAMBDA FUNCTIONS?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:37%,Dictionaries:58%,Sets:36% | emotion:excited | pace:rushed | slides:16,17,18",1,Off-Topic Question
how are you,,1,Off-Topic Question
im hungry,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:41%,Boolean Logic:59%,If/Else Conditionals:81% | emotion:frustrated | pace:normal | slides:26,27,28",1,Off-Topic Question
"Give me a sec, I'm still processing!!","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:86%,While Loops:40%,Lists&Tuples:34% | emotion:tired | pace:fast | slides:51,52,53",3,Pace-Related
Is Error Handling (Try/Except) related to what we are now? doing,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:80%,Sets:69%,Functions&Scope:78% | emotion:tired | pace:dragging | slides:52,53,54",1,Off-Topic Question
"Since I did well on If/Else Conditionals, is While Loops going to be similar?",,0,On-Topic Question
I don't understand anything,,2,Emotional-State
"basically I understood Dictionaries but Functions and Scope feels completely different, why?",,0,On-Topic Question
What is your favorite color?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:94%,Lambda Functions:42%,Error Handling:100% | emotion:overwhelmed | pace:normal | slides:46,47,48",1,Off-Topic Question
Do we need to know about Error Handling (Try/Except)?,,1,Off-Topic Question
What's While Loops again?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:48%,If/Else Conditionals:74%,For Loops:69% | emotion:excited | pace:moderate | slides:58,59,60",0,On-Topic Question
What's Arithmetic Operators again?,,0,On-Topic Question
is there another way to do this,,0,On-Topic Question
Is Dictionaries something I'll every day?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:40%,While Loops:55%,Lists&Tuples:45% | emotion:overwhelmed | pace:normal | slides:28,29,30",0,On-Topic Question
Do we need to know about Error Handling (Try/Except)?,,1,Off-Topic Question
what?,,4,Repeat/clarification
what was the last thing uu said,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:70%,Error Handling:63%,Classes&OOP:80% | emotion:excited | pace:moderate | slides:11,12,13",4,Repeat/clarification
"Wait, what was that?",,4,Repeat/clarification
SKIP TO THE NEXT PART,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:73%,Strings&Formatting:77% | emotion:tired | pace:rushed | slides:18,19,20",3,Pace-Related
do we need to know this,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:94%,Sets:62%,Functions&Scope:43% | emotion:tired | pace:rushed | slides:6,7,8",0,On-Topic Question
Is File Handling related to what we are doing now?,,1,Off-Topic Question
what,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:92%,Lambda Functions:81%,Error Handling:85% | emotion:confused | pace:rushed | slides:58,59,60",4,Repeat/clarification
what?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:98%,While Loops:50%,Lists&Tuples:73% | emotion:engaged | pace:normal | slides:37,38,39",4,Repeat/clarification
sup,,1,Off-Topic Question
I have no idea what's going on.,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:31%,Functions&Scope:50%,Lambda Functions:32% | emotion:excited | pace:slow | slides:7,8,9",2,Emotional-State
yo what,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:94%,If/Else Conditionals:63%,For Loops:30% | emotion:tired | pace:slow | slides:34,35,36",2,Emotional-State
what should i eat,,1,Off-Topic Question
i'm losing my patience.,,2,Emotional-State
slow tf down,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:68%,Error Handling:64%,Classes&OOP:48% | emotion:engaged | pace:normal | slides:16,17,18",3,Pace-Related
help me with my homework?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:46%,For Loops:57%,While Loops:90% | emotion:neutral | pace:slow | slides:51,52,53",1,Off-Topic Question
i feel smart,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:67%,Lambda Functions:69%,Error Handling:30% | emotion:focused | pace:rushed | slides:14,15,16",2,Emotional-State
repeat pls?,,4,Repeat/clarification
im exhausted,,2,Emotional-State
when would i use this,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:62%,Dictionaries:72%,Sets:39% | emotion:excited | pace:fast | slides:53,54,55",0,On-Topic Question
what's the weather,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:79%,Lists&Tuples:64%,Dictionaries:66% | emotion:frustrated | pace:moderate | slides:46,47,48",1,Off-Topic Question
When will we cover Lambda Functions?,,1,Off-Topic Question
what is Sets,,0,On-Topic Question
yo,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:72%,Lists&Tuples:72%,Dictionaries:84% | emotion:engaged | pace:steady | slides:12,13,14",1,Off-Topic Question
like Can we pick up the pace?,,3,Pace-Related
"Hold on, I'm still writing notes.","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:49%,Strings&Formatting:97% | emotion:bored | pace:fast | slides:48,49,50",3,Pace-Related
"I love coding, this is fun!",,2,Emotional-State
im tired so,,2,Emotional-State
hol up,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:52%,For Loops:72%,While Loops:68% | emotion:overwhelmed | pace:slow | slides:51,52,53",3,Pace-Related
WELL IM NOT GETTING ARITHMETIC OPERATORS,,0,On-Topic Question
What is your favorite color?,,1,Off-Topic Question
How much does a new car cost?,,1,Off-Topic Question
When we will cover Dictionaries?,,1,Off-Topic Question
are you a robot,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:76%,Strings&Formatting:85%,Arithmetic Operators:90% | emotion:focused | pace:dragging | slides:51,52,53",1,Off-Topic Question
"since i did well on variables and data types, is arithmetic operators going be to similar?",,0,On-Topic Question
run that back,,4,Repeat/clarification
i already this go faster,,3,Pace-Related
good morning,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:66%,Arithmetic Operators:50%,Boolean Logic:71% | emotion:bored | pace:rushed | slides:35,36,37",1,Off-Topic Question
can u show another example?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:95%,Strings&Formatting:80%,Arithmetic Operators:37% | emotion:frustrated | pace:moderate | slides:5,6,7",0,On-Topic Question
this is impossible,,2,Emotional-State
i need a minute,,3,Pace-Related
"Since I did well on If/Else Conditionals, is While Loops going to be similar?",,0,On-Topic Question
what did i miss,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:57%,Dictionaries:66%,Sets:89% | emotion:tired | pace:slow | slides:38,39,40",4,Repeat/clarification
when would i work with this,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:35%,If/Else Conditionals:60%,For Loops:66% | emotion:bored | pace:normal | slides:51,52,53",0,On-Topic Question
"I love coding, this is fun!","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:43%,While Loops:80%,Lists&Tuples:53% | emotion:neutral | pace:slow | slides:17,18,19",2,Emotional-State
CAN YOU ADJUST THE SPEED A BIT?,,3,Pace-Related
i missed the last part,,4,Repeat/clarification
"I'm confused, I feel so dumb right now.","topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:73% | emotion:tired | pace:normal | slides:21,22,23",2,Emotional-State
This is really starting to make sense!,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:97%,Error Handling:67%,Classes&OOP:78% | emotion:engaged | pace:slow | slides:44,45,46",2,Emotional-State
actually wait a minute,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:97%,Strings&Formatting:56% | emotion:focused | pace:fast | slides:23,24,25",3,Pace-Related
Can you help me with my math homework?,,1,Off-Topic Question
i missed the last part?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:43%,If/Else Conditionals:69%,For Loops:97% | emotion:confused | pace:steady | slides:53,54,55",4,Repeat/clarification
"I saw someone using Dictionaries, what does it do?","topic:Variables and Data Types | prev:None | ability:N/A | emotion:excited | pace:dragging | slides:45,46,47",1,Off-Topic Question
one sec,,3,Pace-Related
let's goooo,,2,Emotional-State
im not getting Sets,,0,On-Topic Question
Do we need to know about Classes and OOP?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:75%,Dictionaries:74%,Sets:39% | emotion:bored | pace:normal | slides:59,60,61",1,Off-Topic Question
skip this,,3,Pace-Related
can u repeat,,4,Repeat/clarification
can you say that again?,,4,Repeat/clarification
bruh,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:39%,Arithmetic Operators:38%,Boolean Logic:67% | emotion:neutral | pace:moderate | slides:54,55,56",2,Emotional-State
Is File Handling related to what we are doing now?,,1,Off-Topic Question
what does this line do,,0,On-Topic Question
no way,,2,Emotional-State
umm bruh,,2,Emotional-State
what?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:45%,Boolean Logic:96%,If/Else Conditionals:54% | emotion:neutral | pace:slow | slides:8,9,10",4,Repeat/clarification
bruh,,2,Emotional-State
"WELL I SAW SOMEONE USING CLASSES AND OOP, WHAT DOES IT DO?","topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:81%,Lists&Tuples:41%,Dictionaries:44% | emotion:tired | pace:dragging | slides:38,39,40",1,Off-Topic Question
I need to hear that explanation again.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:77%,Strings&Formatting:38%,Arithmetic Operators:64% | emotion:neutral | pace:moderate | slides:16,17,18",4,Repeat/clarification
i didnt catch that,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:51%,Strings&Formatting:36%,Arithmetic Operators:50% | emotion:anxious | pace:dragging | slides:9,10,11",4,Repeat/clarification
can you write an essay for me,,1,Off-Topic Question
what was that,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:66%,If/Else Conditionals:88%,For Loops:77% | emotion:anxious | pace:steady | slides:18,19,20",4,Repeat/clarification
ok so why do we do this,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:81%,Dictionaries:44%,Sets:46% | emotion:frustrated | pace:steady | slides:26,27,28",0,On-Topic Question
"I understood Variablsee and Dat Types but Strings and Formaatting feels completely ifferen,t why?",,0,On-Topic Question
Do we need to know about If/Else Conditionals?,,1,Off-Topic Question
My head hurts from all this information.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:98%,Arithmetic Operators:56%,Boolean Logic:82% | emotion:anxious | pace:steady | slides:39,40,41",2,Emotional-State
run that back,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:97%,Dictionaries:48%,Sets:64% | emotion:bored | pace:dragging | slides:26,27,28",4,Repeat/clarification
How long until we get to Classes and OOP,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:58%,Functions&Scope:59%,Lambda Functions:48% | emotion:overwhelmed | pace:dragging | slides:25,26,27",1,Off-Topic Question
ow long until we get to Bolan Lgic?,,1,Off-Topic Question
Is Lambda Functions related to what we are doing now?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:engaged | pace:fast | slides:16,17,18",1,Off-Topic Question
IS VARIABLES AND DATA TYPES USED A LOT IN REAL PROJECTS?,,0,On-Topic Question
Can you show that example one more time?,,4,Repeat/clarification
What's the best phone to buy right now?,,1,Off-Topic Question
