student_input,session_context,label,intent_name
"Sorry, I zoned out. What did you just say?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:70%,While Loops:86%,Lists&Tuples:60% | emotion:focused | pace:slow | slides:41,42,43",4,Repeat/clarification
How is If/Else Conditionals different from the previous topic?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:75%,Arithmetic Operators:30%,Boolean Logic:87% | emotion:overwhelmed | pace:rushed | slides:25,26,27",0,On-Topic Question
I feel os godo abouut this noww!!,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:68%,Boolean Logic:40%,If/Else Conditionals:69% | emotion:neutral | pace:rushed | slides:18,19,20",2,Emotional-State
Can you give me a sneak peek of Functions and Scope?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:82%,Boolean Logic:53%,If/Else Conditionals:50% | emotion:anxious | pace:steady | slides:51,52,53",1,Off-Topic Question
basically i need a 5 minute break.,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:100%,Functions&Scope:31%,Lambda Functions:70% | emotion:focused | pace:normal | slides:58,59,60",3,Pace-Related
I feel stupid for not getting this.,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:88%,Functions&Scope:30%,Lambda Functions:45% | emotion:anxious | pace:rushed | slides:58,59,60",2,Emotional-State
Who is the president of the United States?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:33%,Strings&Formatting:86% | emotion:bored | pace:fast | slides:47,48,49",1,Off-Topic Question
I just feel really down today.,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:32%,Error Handling:79%,Classes&OOP:63% | emotion:overwhelmed | pace:rushed | slides:35,36,37",2,Emotional-State
Can we do something more interesting?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:72%,Strings&Formatting:94%,Arithmetic Operators:96% | emotion:focused | pace:slow | slides:26,27,28",2,Emotional-State
How llong until we geet to lCasses and OOP?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:53%,While Loops:77%,Lists&Tuples:79% | emotion:excited | pace:dragging | slides:43,44,45",1,Off-Topic Question
Does Lists and Tuples work the same way in other languages?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:38%,For Loops:72%,While Loops:53% | emotion:overwhelmed | pace:dragging | slides:18,19,20",0,On-Topic Question
Tell me more about mistake Handling (Try/Except)!!,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:36%,Functions&Scope:62%,Lambda Functions:79% | emotion:anxious | pace:rushed | slides:47,48,49",0,On-Topic Question
Are we on schedule?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:77%,While Loops:30%,Lists&Tuples:73% | emotion:frustrated | pace:normal | slides:17,18,19",3,Pace-Related
"I understood Variables and Data Types but Strings and Formatting feels completely alternative, why?","topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:45% | emotion:excited | pace:normal | slides:5,6,7",0,On-Topic Question
Can we skip ahead to Classes and OOP?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:55%,Functions&Scope:31%,Lambda Functions:48% | emotion:bored | pace:fast | slides:37,38,39",1,Off-Topic Question
"my code for dictionaries isn't working, can you help?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:62%,While Loops:36%,Lists&Tuples:37% | emotion:confused | pace:steady | slides:36,37,38",0,On-Topic Question
i need you to repeat the definition.,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:88%,Boolean Logic:62%,If/Else Conditionals:32% | emotion:anxious | pace:moderate | slides:42,43,44",4,Repeat/clarification
"I heard about Classes and OOP, can you explain it to me?","topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:95%,Sets:48%,Functions&Scope:57% | emotion:neutral | pace:moderate | slides:51,52,53",1,Off-Topic Question
Can you show me a more advanced use of Functions and Scope?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:88%,Dictionaries:81%,Sets:42% | emotion:engaged | pace:steady | slides:35,36,37",0,On-Topic Question
Please the repeat steps.,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:61% | emotion:anxious | pace:slow | slides:56,57,58",4,Repeat/clarification
"Wow, I finally understand it!","topic:Variables and Data Types | prev:None | ability:N/A | emotion:tired | pace:moderate | slides:39,40,41",2,Emotional-State
Are we going to learn about Error Handling (Try/Except) soon?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:53%,For Loops:62%,While Loops:82% | emotion:tired | pace:normal | slides:37,38,39",1,Off-Topic Question
I need a moment to think about this.,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:76%,Functions&Scope:55%,Lambda Functions:71% | emotion:anxious | pace:steady | slides:54,55,56",3,Pace-Related
I feel completely stuck and confused.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:91%,Lambda Functions:81%,Error Handling:97% | emotion:anxious | pace:normal | slides:14,15,16",2,Emotional-State
I need to hear that explanation again.,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:46%,Boolean Logic:65%,If/Else Conditionals:63% | emotion:anxious | pace:slow | slides:22,23,24",4,Repeat/clarification
"I'm feeling hungry, should I order pizza?","topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:96%,If/Else Conditionals:85%,For Loops:60% | emotion:confused | pace:moderate | slides:24,25,26",1,Off-Topic Question
I don't get the part about Variables and Data Types.,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:frustrated | pace:fast | slides:4,5,6",0,On-Topic Question
how much does a new car cost?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:85%,For Loops:51%,While Loops:85% | emotion:neutral | pace:moderate | slides:44,45,46",1,Off-Topic Question
What if I fail?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:81%,Strings&Formatting:38%,Arithmetic Operators:95% | emotion:bored | pace:moderate | slides:50,51,52",2,Emotional-State
"Let's hurry up the pace, I'm bored.","topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:41%,Arithmetic Operators:43%,Boolean Logic:63% | emotion:anxious | pace:steady | slides:16,17,18",3,Pace-Related
"Since I did well on Dictionaries, is Lambda Functions going to be similar?","topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:64%,Sets:62%,Functions&Scope:47% | emotion:excited | pace:moderate | slides:47,48,49",0,On-Topic Question
"I didn't understand, please say it again.","topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:47%,Lists&Tuples:61%,Dictionaries:85% | emotion:focused | pace:rushed | slides:31,32,33",4,Repeat/clarification
Don't urrsh through thsi please.,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:55%,Lists&Tuples:82%,Dictionaries:50% | emotion:tired | pace:moderate | slides:57,58,59",3,Pace-Related
Are we going to learn about Classes and OOP soon?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:44%,Functions&Scope:69%,Lambda Functions:67% | emotion:frustrated | pace:dragging | slides:16,17,18",1,Off-Topic Question
well I feel stupid for not getting this,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:36%,Arithmetic Operators:73%,Boolean Logic:98% | emotion:neutral | pace:fast | slides:44,45,46",2,Emotional-State
This is getting boring.,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:63%,Error Handling:71%,Classes&OOP:81% | emotion:excited | pace:normal | slides:48,49,50",2,Emotional-State
What is Classes and OOP exactly?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:89%,Functions&Scope:80%,Lambda Functions:81% | emotion:frustrated | pace:slow | slides:16,17,18",1,Off-Topic Question
How would I use For Loops in a project?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:86%,Boolean Logic:46%,If/Else Conditionals:67% | emotion:neutral | pace:fast | slides:24,25,26",0,On-Topic Question
I need a moment to think about this.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:88%,Lambda Functions:49%,Error Handling:72% | emotion:bored | pace:dragging | slides:8,9,10",3,Pace-Related
Are we on schedule?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:53%,Strings&Formatting:55%,Arithmetic Operators:98% | emotion:frustrated | pace:fast | slides:33,34,35",3,Pace-Related
Can we review Error Handling (Try/Except) briefly before diving deeper into Classes and OOP?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:33%,Lambda Functions:99%,Error Handling:59% | emotion:overwhelmed | pace:dragging | slides:48,49,50",0,On-Topic Question
Come again?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:97%,For Loops:94%,While Loops:84% | emotion:anxious | pace:fast | slides:31,32,33",4,Repeat/clarification
What did you mean when you said While Loops works like that?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:91%,If/Else Conditionals:55%,For Loops:79% | emotion:excited | pace:rushed | slides:46,47,48",0,On-Topic Question
"actually I missed the firstt step, can you re-xpelain?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:55%,While Loops:48%,Lists&Tuples:57% | emotion:bored | pace:normal | slides:57,58,59",4,Repeat/clarification
Everyone else seems to get it except me.,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:94%,Lists&Tuples:91%,Dictionaries:73% | emotion:frustrated | pace:slow | slides:20,21,22",2,Emotional-State
"I'm confused, I feel so dumb right now.","topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:79%,If/Else Conditionals:39%,For Loops:42% | emotion:focused | pace:fast | slides:11,12,13",2,Emotional-State
I need a moment to think about this.,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:confused | pace:moderate | slides:54,55,56",3,Pace-Related
"give me a sec, i'm still processing.","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:52%,While Loops:93%,Lists&Tuples:74% | emotion:bored | pace:slow | slides:45,46,47",3,Pace-Related
When will we cover Lambda Functions?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:engaged | pace:fast | slides:15,16,17",1,Off-Topic Question
Can you explain Sets again?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:42%,Lists&Tuples:63%,Dictionaries:52% | emotion:neutral | pace:moderate | slides:16,17,18",0,On-Topic Question
IS mistake HANDLING (TRY/EXCEPT) RELATED TO WHAT WE ARE DOING NOW?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:71%,Lists&Tuples:50%,Dictionaries:65% | emotion:focused | pace:rushed | slides:23,24,25",1,Off-Topic Question
How does Arithmetic Operators relate to Boolean Logic?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:85%,Strings&Formatting:61%,Arithmetic Operators:43% | emotion:bored | pace:slow | slides:30,31,32",0,On-Topic Question
I'm frustrated because this used to make sense!!,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:31%,If/Else Conditionals:98%,For Loops:68% | emotion:tired | pace:normal | slides:46,47,48",2,Emotional-State
I havve no idea what's ggoin on.,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:66%,Dictionaries:78%,Sets:79% | emotion:frustrated | pace:fast | slides:52,53,54",2,Emotional-State
I need a moment to think about this.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:51%,If/Else Conditionals:62%,For Loops:38% | emotion:engaged | pace:normal | slides:4,5,6",3,Pace-Related
right My head hurts from all this information.,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:36%,Sets:92%,Functions&Scope:81% | emotion:overwhelmed | pace:dragging | slides:40,41,42",2,Emotional-State
"I think I got this, let's speed up.","topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:92%,Lists&Tuples:69%,Dictionaries:89% | emotion:engaged | pace:moderate | slides:31,32,33",3,Pace-Related
"I'm confused, I feel so dumb right now.","topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:34%,Lambda Functions:90%,Error Handling:63% | emotion:anxious | pace:steady | slides:50,51,52",2,Emotional-State
"Let's speed up the pace, I'm bored","topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:99%,Functions&Scope:79%,Lambda Functions:94% | emotion:focused | pace:normal | slides:45,46,47",3,Pace-Related
How would I use File Handling in a project?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:54%,Error Handling:67%,Classes&OOP:51% | emotion:bored | pace:fast | slides:40,41,42",0,On-Topic Question
Caan you calrify the difference between the wo eaxmpless?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:70%,Boolean Logic:42%,If/Else Conditionals:95% | emotion:tired | pace:steady | slides:57,58,59",4,Repeat/clarification
That was actually easier than I thought?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:32%,Functions&Scope:71%,Lambda Functions:53% | emotion:anxious | pace:dragging | slides:56,57,58",2,Emotional-State
The pace feels about right.,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:69% | emotion:anxious | pace:fast | slides:14,15,16",3,Pace-Related
